x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y1_noisy
0.6666666666666679,0.4615384615384617,0.5,0.375,0.1999999999999993,0.6666666666666661,0.333333333333333,0.0,0.1428571428571441,0.8000000000000003,0.3333333333333335,0.3333333333333339,0.375,0.3333333333333321,0.9157894736842104,0.4523809523809525,0.3333333333333357,0.4210526315789487,0.5404761904761906,566.1476306349459
0.6666666666666679,0.6923076923076925,0.75,0.375,0.1999999999999993,0.6666666666666661,0.333333333333333,0.333333333333333,0.7142857142857153,0.2000000000000001,0.666666666666667,0.4333333333333335,0.5625,0.6666666666666643,0.7473684210526308,0.3571428571428576,0.4259259259259274,0.4912280701754383,0.2047619047619047,565.7924867522247
0.6666666666666679,0.3076923076923075,0.2500000000000009,0.25,0.1999999999999993,0.6666666666666661,0.6666666666666661,0.333333333333333,0.0,0.4000000000000003,0.0,0.2333333333333325,0.25,0.743589743589741,0.2631578947368425,0.7619047619047628,0.5370370370370381,0.5964912280701764,0.4857142857142858,595.0173630603144
0.6666666666666679,0.5384615384615383,0.75,0.5,0.1999999999999993,0.3333333333333321,0.333333333333333,0.666666666666667,0.5714285714285712,0.2000000000000001,0.5,0.3666666666666671,0.4375,0.3589743589743577,0.3684210526315787,0.9523809523809526,0.5925925925925952,0.6315789473684212,0.4809523809523809,573.9904116910323
0.6666666666666679,0.3846153846153841,0.2500000000000009,0.5,0.1999999999999993,0.6666666666666661,0.333333333333333,0.0,0.4285714285714288,0.2000000000000001,0.3333333333333335,0.3333333333333339,0.3125,0.4871794871794854,0.3052631578947355,0.3095238095238102,0.3703703703703702,0.6842105263157894,0.4595238095238096,576.6444197865172
1.0,0.6923076923076925,0.2500000000000009,0.25,0.1999999999999993,0.6666666666666661,1.0,0.666666666666667,0.5714285714285712,0.4000000000000003,0.3333333333333335,0.4333333333333335,0.5625,0.4615384615384599,0.568421052631578,0.523809523809522,0.4444444444444464,0.1754385964912295,1.0,613.9662871221656
0.6666666666666679,0.615384615384615,0.2500000000000009,0.375,0.1999999999999993,1.0,0.6666666666666661,0.333333333333333,0.5714285714285712,0.8000000000000003,0.5,0.5,0.5625,0.4358974358974343,0.7789473684210524,0.523809523809522,0.4259259259259274,0.4385964912280702,0.461904761904762,563.4413863042947
0.6666666666666679,0.3076923076923075,0.0,0.375,0.4000000000000003,0.6666666666666661,0.333333333333333,0.666666666666667,0.5714285714285712,0.6000000000000001,0.666666666666667,0.3666666666666671,0.25,0.4871794871794854,0.3052631578947355,0.4523809523809525,0.4444444444444464,0.719298245614036,0.4095238095238095,573.4563124201071
0.6666666666666679,0.5384615384615383,0.5,0.75,0.4000000000000003,0.6666666666666661,0.333333333333333,0.0,0.7142857142857153,0.6000000000000001,0.8333333333333339,0.5999999999999996,0.5625,0.1794871794871788,0.3052631578947355,0.6190476190476168,0.6111111111111143,0.7368421052631593,0.4928571428571429,597.1053852554655
0.6666666666666679,0.0769230769230766,0.5,0.625,0.1999999999999993,0.6666666666666661,0.6666666666666661,0.333333333333333,0.5714285714285712,0.6000000000000001,0.3333333333333335,0.3000000000000007,0.1875,0.4102564102564088,0.7999999999999989,0.6190476190476168,0.5,0.4912280701754383,0.3261904761904762,559.2286085421729
0.3333333333333339,0.7692307692307692,0.5,0.375,0.1999999999999993,0.3333333333333321,0.0,0.666666666666667,0.8571428571428577,0.4000000000000003,0.8333333333333339,0.4000000000000003,0.5625,0.4871794871794854,0.7263157894736842,0.5714285714285694,0.5370370370370381,0.5087719298245617,0.4976190476190477,612.180120165283
0.6666666666666679,0.615384615384615,0.2500000000000009,0.625,0.1999999999999993,0.6666666666666661,0.6666666666666661,0.333333333333333,0.8571428571428577,0.6000000000000001,0.666666666666667,0.5333333333333332,0.5625,0.6410256410256387,0.2105263157894725,0.3095238095238102,0.4814814814814845,0.4912280701754383,0.4928571428571429,574.5501927414524
0.6666666666666679,0.615384615384615,0.2500000000000009,0.5,0.4000000000000003,0.6666666666666661,0.0,0.333333333333333,0.5714285714285712,0.4000000000000003,0.5,0.5,0.5,0.2051282051282044,0.3578947368421055,0.428571428571427,0.5740740740740762,0.4561403508771935,0.45,628.5403110934393
0.6666666666666679,0.5384615384615383,0.2500000000000009,0.375,0.1999999999999993,0.6666666666666661,0.6666666666666661,0.333333333333333,0.4285714285714288,0.4000000000000003,0.3333333333333335,0.4000000000000003,0.4375,0.0769230769230766,0.5368421052631582,0.2142857142857117,0.240740740740744,0.4210526315789487,0.6095238095238096,576.3502633986841
0.3333333333333339,0.4615384615384617,0.2500000000000009,0.0,0.0,0.3333333333333321,0.333333333333333,0.333333333333333,0.2857142857142865,0.4000000000000003,0.3333333333333335,0.0333333333333332,0.1875,0.2564102564102555,0.7999999999999989,0.6190476190476168,0.5370370370370381,0.4736842105263168,0.3452380952380953,581.6833164137098
0.0,0.3076923076923075,0.75,0.75,0.1999999999999993,0.6666666666666661,0.333333333333333,0.333333333333333,0.5714285714285712,0.4000000000000003,0.5,0.4333333333333335,0.375,0.5897435897435876,0.2526315789473674,0.2619047619047627,0.4814814814814845,0.4912280701754383,0.4071428571428572,573.5693981333321
0.3333333333333339,0.5384615384615383,0.5,0.625,0.4000000000000003,0.6666666666666661,0.333333333333333,0.333333333333333,0.2857142857142865,1.0000000000000004,0.666666666666667,0.5666666666666664,0.5625,0.4871794871794854,0.4105263157894736,0.4523809523809525,0.4074074074074083,0.7368421052631593,0.5309523809523811,588.6546527597684
0.6666666666666679,0.5384615384615383,0.2500000000000009,0.625,0.4000000000000003,0.6666666666666661,0.333333333333333,0.0,0.5714285714285712,0.4000000000000003,0.5,0.5333333333333332,0.5,0.2051282051282044,0.5473684210526315,0.523809523809522,0.4814814814814845,0.6666666666666679,0.4595238095238096,582.810400647974
0.6666666666666679,0.2307692307692299,0.0,0.25,0.4000000000000003,0.6666666666666661,0.333333333333333,0.666666666666667,0.7142857142857153,0.4000000000000003,0.5,0.2666666666666657,0.1875,0.4615384615384599,0.2421052631578941,0.6190476190476168,0.240740740740744,0.5964912280701764,0.5523809523809524,581.6233262201675
0.3333333333333339,0.5384615384615383,0.5,0.625,0.0,0.0,0.333333333333333,0.0,0.7142857142857153,0.6000000000000001,0.5,0.2666666666666657,0.375,0.743589743589741,0.4000000000000003,0.5952380952380949,0.5740740740740762,0.7017543859649127,0.5119047619047619,572.3470080023071
0.6666666666666679,0.3076923076923075,0.0,0.375,0.4000000000000003,0.6666666666666661,0.333333333333333,0.333333333333333,0.7142857142857153,0.2000000000000001,0.5,0.3333333333333339,0.25,0.4871794871794854,0.3263157894736839,0.3333333333333321,0.4074074074074083,0.6842105263157894,0.45,575.7825389403008
0.6666666666666679,0.8461538461538458,0.5,0.25,0.4000000000000003,0.6666666666666661,0.6666666666666661,0.333333333333333,0.4285714285714288,0.4000000000000003,0.3333333333333335,0.5333333333333332,0.75,0.5897435897435876,0.568421052631578,0.428571428571427,0.3518518518518547,0.1578947368421062,0.5976190476190477,599.2161514319395
0.6666666666666679,0.4615384615384617,0.0,0.5,0.4000000000000003,0.6666666666666661,0.333333333333333,1.0,0.8571428571428577,0.4000000000000003,0.666666666666667,0.5,0.4375,0.1282051282051277,0.2947368421052623,0.5952380952380949,0.5,0.807017543859649,0.5380952380952382,603.8678796365327
0.6666666666666679,0.4615384615384617,0.2500000000000009,0.25,0.4000000000000003,0.6666666666666661,0.0,0.666666666666667,0.7142857142857153,0.4000000000000003,0.3333333333333335,0.3333333333333339,0.375,0.3076923076923066,0.378947368421052,0.5476190476190474,0.4074074074074083,0.4736842105263168,0.4452380952380952,576.3400411024327
