x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y1_noisy
0.6666666666666679,0.6923076923076925,0.2500000000000009,0.25,0.4000000000000003,1.0,0.0,0.666666666666667,0.7142857142857153,0.4000000000000003,0.5,0.5,0.5625,0.4871794871794854,0.2947368421052623,0.1666666666666643,0.2222222222222249,0.5614035087719298,0.4904761904761905,560.2319815093282
0.6666666666666679,0.3846153846153841,0.2500000000000009,0.25,1.0,1.0,0.6666666666666661,0.333333333333333,0.7142857142857153,0.4000000000000003,0.3333333333333335,0.5999999999999996,0.5,0.4358974358974343,0.2947368421052623,0.0952380952380949,0.1111111111111142,0.0,0.5761904761904764,593.3993459696368
0.6666666666666679,0.3076923076923075,0.2500000000000009,0.5,0.4000000000000003,0.6666666666666661,0.333333333333333,0.0,0.5714285714285712,0.4000000000000003,0.3333333333333335,0.3666666666666671,0.3125,0.743589743589741,0.6315789473684212,0.5,0.4814814814814845,0.6140350877192997,0.35,549.6512321765136
0.6666666666666679,0.5384615384615383,0.5,0.125,0.4000000000000003,0.6666666666666661,0.333333333333333,0.666666666666667,0.7142857142857153,0.4000000000000003,0.5,0.3333333333333339,0.4375,0.3846153846153832,0.4210526315789469,0.6428571428571423,0.4814814814814845,0.5614035087719298,0.4476190476190476,590.085215123874
0.6666666666666679,0.3846153846153841,0.2500000000000009,0.25,0.4000000000000003,0.3333333333333321,0.333333333333333,0.333333333333333,0.2857142857142865,0.4000000000000003,0.1666666666666665,0.2333333333333325,0.25,0.3076923076923066,0.3263157894736839,0.3095238095238102,0.5,0.385964912280702,0.3761904761904762,564.3392406688394
0.6666666666666679,0.3076923076923075,0.2500000000000009,0.75,0.1999999999999993,0.3333333333333321,0.333333333333333,0.0,0.5714285714285712,0.6000000000000001,0.666666666666667,0.3666666666666671,0.3125,0.743589743589741,0.1578947368421044,0.2142857142857117,0.6851851851851869,0.807017543859649,0.4571428571428572,573.623394381016
0.3333333333333339,0.6923076923076925,0.75,0.125,0.1999999999999993,0.6666666666666661,0.333333333333333,0.333333333333333,0.4285714285714288,0.2000000000000001,0.3333333333333335,0.3000000000000007,0.5,0.3076923076923066,0.3473684210526304,0.3809523809523796,0.4444444444444464,0.6315789473684212,0.4857142857142858,577.2412414067514
0.6666666666666679,0.615384615384615,0.2500000000000009,0.0,0.4000000000000003,0.3333333333333321,0.0,0.666666666666667,0.4285714285714288,0.4000000000000003,0.5,0.2333333333333325,0.375,0.4871794871794854,0.473684210526315,0.6190476190476168,0.4629629629629654,0.5087719298245617,0.430952380952381,597.0068032975695
0.6666666666666679,0.615384615384615,0.2500000000000009,0.375,0.4000000000000003,0.6666666666666661,0.6666666666666661,0.666666666666667,0.4285714285714288,0.4000000000000003,0.666666666666667,0.5,0.5625,0.6410256410256387,1.0,0.428571428571427,0.3333333333333357,0.526315789473685,0.4666666666666667,561.7246423382338
0.6666666666666679,0.0769230769230766,0.2500000000000009,0.625,0.6000000000000005,0.6666666666666661,0.0,0.0,0.7142857142857153,0.6000000000000001,0.8333333333333339,0.3666666666666671,0.125,0.4871794871794854,0.0,0.3571428571428576,0.4444444444444464,0.6140350877192997,0.4119047619047619,589.3593557421901
